"","hh_id","part_id","panel_id","cont_id","cnt_age_exact","cnt_age_est_min","cnt_age_est_max","cnt_gender","frequency_multi","phys_contact","cnt_home","cnt_work","cnt_school","cnt_transport","cnt_leisure","cnt_otherplace","duration_multi","month","year","sday_id","dayofweek","day","wave","contacts","home","work","school","transport","leisure","otherplace","physical_contact","non_physical_contact","part_age","part_gender","part_age_group","hh_type"
"13957","HHB4_20071","B4_20071",20071,"B4_20071_001",NA,70,74,"M",2,2,0,0,0,0,0,1,2,5,2020,"2020.05.18",1,18,4,1,0,0,0,0,0,1,0,1,51,"F","45-64",1
"13958","HHB4_20072","B4_20072",20072,"B4_20072_001",NA,25,34,"F",1,2,1,0,0,0,0,0,5,5,2020,"2020.05.14",4,14,4,4,2,1,0,0,0,1,0,4,31,"M","25-44",1
"13959","HHB4_20075","B4_20075",20075,"B4_20075_001",NA,35,44,"M",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.17",0,17,4,3,3,0,0,0,0,0,3,0,40,"F","25-44",1
"13960","HHB4_20077","B4_20077",20077,"B4_20077_001",NA,75,79,"F",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.14",4,14,4,1,1,0,0,0,0,0,1,0,62,"M","45-64",1
"13961","HHB4_20078","B4_20078",20078,"B4_20078_001",NA,45,54,"M",3,2,1,0,0,0,0,0,1,5,2020,"2020.05.14",4,14,4,4,1,0,0,0,0,3,0,4,56,"M","45-64",0
"13962","HHB4_20079","B4_20079",20079,"B4_20079_001",NA,45,54,"F",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.19",2,19,4,2,2,0,0,0,0,0,1,1,47,"M","45-64",1
"13963","HHB4_20081","B4_20081",20081,"B4_20081_001",NA,20,24,"F",1,2,1,0,0,0,0,0,5,5,2020,"2020.05.14",4,14,4,1,1,0,0,0,0,0,0,1,52,"F","45-64",1
"13964","HHB4_20082","B4_20082",20082,"B4_20082_001",NA,35,44,"M",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.19",2,19,4,4,4,0,0,0,0,0,2,2,42,"F","25-44",1
"13965","HHB4_20083","B4_20083",20083,"B4_20083_001",NA,65,69,"F",3,2,1,0,0,0,0,0,4,5,2020,"2020.05.18",1,18,4,1,1,0,0,0,0,0,0,1,33,"M","25-44",1
"13966","HHB4_20084","B4_20084",20084,"B4_20084_001",NA,35,44,"M",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.17",0,17,4,2,2,0,0,0,0,0,2,0,35,"F","25-44",1
"13967","HHB4_20085","B4_20085",20085,"B4_20085_001",NA,25,34,"M",1,2,1,0,0,0,0,0,4,5,2020,"2020.05.14",4,14,4,1,1,0,0,0,0,0,0,1,64,"M","45-64",1
"13968","HHB4_20086","B4_20086",20086,"B4_20086_001",NA,20,24,"M",1,2,1,0,0,0,0,0,5,5,2020,"2020.05.14",4,14,4,1,1,0,0,0,0,0,0,1,49,"F","45-64",1
"13969","HHB4_20088","B4_20088",20088,"B4_20088_001",NA,55,64,"M",5,2,1,0,0,0,0,0,5,5,2020,"2020.05.14",4,14,4,1,1,0,0,0,0,0,0,1,64,"M","45-64",1
"13970","HHB4_20091","B4_20091",20091,"B4_20091_001",NA,45,54,"M",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.13",3,13,4,2,2,0,0,0,0,0,2,0,42,"F","25-44",1
"13971","HHB4_20093","B4_20093",20093,"B4_20093_001",NA,55,64,"M",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.13",3,13,4,4,2,2,0,0,0,0,2,2,53,"F","45-64",1
"13972","HHB4_20094","B4_20094",20094,"B4_20094_001",NA,45,54,"M",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.14",4,14,4,1,1,0,0,0,0,0,1,0,43,"F","25-44",1
"13973","HHB4_20097","B4_20097",20097,"B4_20097_001",NA,70,74,"M",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.14",4,14,4,1,1,0,0,0,0,0,1,0,67,"F","65 and over",1
"13974","HHB4_20098","B4_20098",20098,"B4_20098_001",NA,15,19,"F",5,2,0,0,0,0,0,1,1,5,2020,"2020.05.14",4,14,4,1,0,0,0,0,0,1,0,1,61,"M","45-64",0
"13975","HHB4_20099","B4_20099",20099,"B4_20099_001",NA,80,84,"F",1,2,1,0,0,0,0,0,5,5,2020,"2020.05.17",0,17,4,4,1,0,0,0,0,3,0,4,60,"F","45-64",1
"13976","HHB4_20101","B4_20101",20101,"B4_20101_001",NA,35,44,"F",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.14",4,14,4,1,1,0,0,0,0,0,1,0,41,"F","25-44",1
"13977","HHB4_20103","B4_20103",20103,"B4_20103_001",NA,45,54,"F",1,1,1,0,0,0,0,1,5,5,2020,"2020.05.14",4,14,4,1,1,0,0,0,0,1,1,0,48,"M","45-64",1
"13978","HHB4_20104","B4_20104",20104,"B4_20104_001",NA,45,54,"F",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.15",5,15,4,1,1,0,0,0,0,0,1,0,29,"M","25-44",1
"13979","HHB4_20105","B4_20105",20105,"B4_20105_001",NA,45,54,"M",1,1,1,0,0,0,0,0,4,5,2020,"2020.05.14",4,14,4,6,2,2,0,0,0,2,1,5,47,"F","45-64",1
"13980","HHB4_20106","B4_20106",20106,"B4_20106_001",NA,55,64,"M",1,2,1,0,0,0,0,0,5,5,2020,"2020.05.14",4,14,4,1,1,0,0,0,0,0,0,1,68,"F","65 and over",1
"13981","HHB4_20110","B4_20110",20110,"B4_20110_001",NA,35,44,"M",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.14",4,14,4,3,3,0,0,0,0,0,3,0,36,"F","25-44",1
"13982","HHB4_20111","B4_20111",20111,"B4_20111_001",NA,55,64,"F",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.14",4,14,4,3,2,0,0,0,0,1,2,1,76,"M","65 and over",1
"13983","HHB4_20113","B4_20113",20113,"B4_20113_001",NA,15,19,"F",1,1,1,0,0,0,0,0,4,5,2020,"2020.05.17",0,17,4,3,3,0,0,0,0,0,1,2,44,"M","25-44",1
"13984","HHB4_20115","B4_20115",20115,"B4_20115_001",NA,55,64,"M",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.14",4,14,4,1,1,0,0,0,0,0,1,0,51,"F","45-64",1
"13985","HHB4_20116","B4_20116",20116,"B4_20116_001",NA,65,69,"M",3,1,1,0,0,0,0,0,5,5,2020,"2020.05.14",4,14,4,3,2,0,0,0,0,1,1,2,60,"F","45-64",1
"13986","HHB4_20117","B4_20117",20117,"B4_20117_001",NA,45,54,"F",5,2,0,0,0,0,0,1,1,5,2020,"2020.05.14",4,14,4,1,0,0,0,0,0,1,0,1,49,"F","45-64",0
"13987","HHB4_20118","B4_20118",20118,"B4_20118_001",NA,55,64,"F",1,2,1,0,0,0,0,0,5,5,2020,"2020.05.14",4,14,4,1,1,0,0,0,0,0,0,1,31,"M","25-44",1
"13988","HHB4_20120","B4_20120",20120,"B4_20120_001",NA,35,44,"M",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.14",4,14,4,1,1,0,0,0,0,0,1,0,35,"F","25-44",1
"13989","HHB4_20122","B4_20122",20122,"B4_20122_001",NA,65,69,"F",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.14",4,14,4,2,2,0,0,0,0,0,1,1,65,"M","65 and over",1
"13990","HHB4_20125","B4_20125",20125,"B4_20125_001",NA,35,44,"F",NA,2,1,0,0,0,0,0,5,5,2020,"2020.05.14",4,14,4,3,3,0,0,0,0,0,0,3,40,"M","25-44",1
"13991","HHB4_20126","B4_20126",20126,"B4_20126_001",NA,35,44,"M",2,2,1,0,0,0,0,0,4,5,2020,"2020.05.14",4,14,4,7,2,4,0,0,0,2,0,7,44,"M","25-44",1
"13992","HHB4_20127","B4_20127",20127,"B4_20127_001",NA,55,64,"F",5,2,1,0,0,0,0,0,2,5,2020,"2020.05.13",3,13,4,4,2,0,0,0,0,2,0,4,63,"F","45-64",1
"13993","HHB4_20128","B4_20128",20128,"B4_20128_001",NA,65,69,"F",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.13",3,13,4,1,1,0,0,0,0,0,1,0,76,"M","65 and over",1
"13994","HHB4_20129","B4_20129",20129,"B4_20129_001",NA,45,54,"F",1,2,1,0,0,0,0,0,2,5,2020,"2020.05.14",4,14,4,5,5,0,0,0,0,0,0,5,77,"F","65 and over",0
"13995","HHB4_20130","B4_20130",20130,"B4_20130_001",NA,55,64,"M",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.17",0,17,4,2,2,0,0,0,0,0,1,1,61,"F","45-64",1
"13996","HHB4_20132","B4_20132",20132,"B4_20132_001",NA,45,54,"F",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.13",3,13,4,2,2,0,0,0,0,0,1,1,51,"M","45-64",1
"13997","HHB4_20135","B4_20135",20135,"B4_20135_001",NA,45,54,"F",1,2,0,0,0,0,0,1,1,5,2020,"2020.05.14",4,14,4,1,0,0,0,0,0,1,0,1,76,"F","65 and over",0
"13998","HHB4_20136","B4_20136",20136,"B4_20136_001",NA,75,79,"M",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.14",4,14,4,3,3,0,0,0,0,0,1,2,76,"F","65 and over",1
"13999","HHB4_20137","B4_20137",20137,"B4_20137_001",NA,45,54,"F",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.14",4,14,4,3,3,0,0,0,0,0,1,2,52,"M","45-64",1
"14000","HHB4_20138","B4_20138",20138,"B4_20138_001",NA,75,79,"F",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.17",0,17,4,1,1,0,0,0,0,0,1,0,83,"M","65 and over",1
"14001","HHB4_20139","B4_20139",20139,"B4_20139_001",NA,80,84,"M",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.14",4,14,4,1,1,0,0,0,0,0,1,0,71,"F","65 and over",1
"14002","HHB4_20140","B4_20140",20140,"B4_20140_001",NA,35,44,"F",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.15",5,15,4,2,1,0,0,0,0,1,2,0,41,"M","25-44",1
"14003","HHB4_20141","B4_20141",20141,"B4_20141_001",NA,55,64,"M",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.14",4,14,4,1,1,0,0,0,0,0,1,0,62,"F","45-64",1
"14004","HHB4_20143","B4_20143",20143,"B4_20143_001",NA,70,74,"F",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.14",4,14,4,1,1,0,0,0,0,0,1,0,80,"M","65 and over",1
"14005","HHB4_20145","B4_20145",20145,"B4_20145_001",NA,55,64,"M",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.15",5,15,4,8,1,7,0,0,0,0,1,7,60,"M","45-64",1
"14006","HHB4_20148","B4_20148",20148,"B4_20148_001",NA,35,44,"M",1,2,0,1,0,0,0,0,3,5,2020,"2020.05.14",4,14,4,1,0,1,0,0,0,0,0,1,53,"M","45-64",0
"14007","HHB4_20149","B4_20149",20149,"B4_20149_001",NA,45,54,"F",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.14",4,14,4,1,1,0,0,0,0,0,1,0,41,"M","25-44",1
"14008","HHB4_20152","B4_20152",20152,"B4_20152_001",NA,15,19,"M",1,2,1,0,0,0,0,0,4,5,2020,"2020.05.15",5,15,4,3,3,0,0,0,0,0,0,3,43,"M","25-44",1
"14009","HHB4_20153","B4_20153",20153,"B4_20153_001",NA,55,64,"M",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.13",3,13,4,2,2,0,0,0,0,1,2,0,64,"M","45-64",1
"14010","HHB4_20155","B4_20155",20155,"B4_20155_001",NA,55,64,"F",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.14",4,14,4,1,1,0,0,0,0,0,1,0,60,"M","45-64",1
"14011","HHB4_20156","B4_20156",20156,"B4_20156_001",NA,65,69,"F",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.13",3,13,4,1,1,0,0,0,0,0,1,0,71,"M","65 and over",1
"14012","HHB4_20157","B4_20157",20157,"B4_20157_001",NA,65,69,"F",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.14",4,14,4,4,2,0,0,0,0,2,1,3,76,"M","65 and over",1
"14013","HHB4_20160","B4_20160",20160,"B4_20160_001",NA,5,9,"F",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.14",4,14,4,3,3,0,0,0,0,0,3,0,40,"M","25-44",1
"14014","HHB4_20161","B4_20161",20161,"B4_20161_001",NA,55,64,"F",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.14",4,14,4,1,1,0,0,0,0,0,1,0,69,"M","65 and over",1
"14015","HHB4_20163","B4_20163",20163,"B4_20163_001",NA,55,64,"M",1,2,1,0,0,0,0,0,2,5,2020,"2020.05.14",4,14,4,1,1,0,0,0,0,0,0,1,82,"F","65 and over",0
"14016","HHB4_20165","B4_20165",20165,"B4_20165_001",NA,55,64,"F",4,2,0,0,0,0,0,1,3,5,2020,"2020.05.18",1,18,4,1,0,0,0,0,0,1,0,1,67,"F","65 and over",1
"14017","HHB4_20166","B4_20166",20166,"B4_20166_001",NA,35,44,"F",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.14",4,14,4,3,3,0,0,0,0,0,2,1,42,"F","25-44",1
"14018","HHB4_20167","B4_20167",20167,"B4_20167_001",NA,35,44,"M",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.17",0,17,4,1,1,0,0,0,0,0,1,0,33,"F","25-44",1
"14019","HHB4_20169","B4_20169",20169,"B4_20169_001",NA,55,64,"M",5,1,1,0,0,0,0,0,5,5,2020,"2020.05.15",5,15,4,2,1,0,0,0,0,1,1,1,59,"M","45-64",1
"14020","HHB4_20172","B4_20172",20172,"B4_20172_001",NA,75,79,"F",2,2,1,0,0,0,0,0,2,5,2020,"2020.05.13",3,13,4,1,1,0,0,0,0,0,0,1,77,"F","65 and over",0
"14021","HHB4_20174","B4_20174",20174,"B4_20174_001",NA,55,64,"F",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.14",4,14,4,1,1,0,0,0,0,0,1,0,58,"M","45-64",1
"14022","HHB4_20175","B4_20175",20175,"B4_20175_001",NA,75,79,"M",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.14",4,14,4,7,4,0,0,0,0,3,1,6,76,"F","65 and over",1
"14023","HHB4_20176","B4_20176",20176,"B4_20176_001",NA,55,64,"M",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.14",4,14,4,2,2,0,0,0,0,0,1,1,64,"M","45-64",1
"14024","HHB4_20178","B4_20178",20178,"B4_20178_001",NA,55,64,"F",1,2,1,0,0,0,0,0,5,5,2020,"2020.05.14",4,14,4,2,2,0,0,0,0,0,0,2,60,"M","45-64",1
"14025","HHB4_20179","B4_20179",20179,"B4_20179_001",NA,55,64,"F",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.13",3,13,4,1,1,0,0,0,0,0,1,0,71,"M","65 and over",1
"14026","HHB4_20180","B4_20180",20180,"B4_20180_001",NA,45,54,"F",1,1,1,0,0,0,0,1,5,5,2020,"2020.05.13",3,13,4,3,3,0,0,0,0,1,3,0,56,"M","45-64",1
"14027","HHB4_20181","B4_20181",20181,"B4_20181_001",NA,45,54,"M",1,2,0,0,0,0,0,1,5,5,2020,"2020.05.17",0,17,4,1,0,0,0,0,0,1,0,1,50,"M","45-64",0
"14028","HHB4_20182","B4_20182",20182,"B4_20182_001",NA,70,74,"M",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.14",4,14,4,1,1,0,0,0,0,0,1,0,60,"F","45-64",1
"14029","HHB4_20183","B4_20183",20183,"B4_20183_001",NA,55,64,"M",1,1,1,0,0,0,0,1,5,5,2020,"2020.05.14",4,14,4,1,1,0,0,0,0,1,1,0,57,"F","45-64",1
"14030","HHB4_20184","B4_20184",20184,"B4_20184_001",NA,20,24,"M",3,2,1,0,0,0,0,0,3,5,2020,"2020.05.14",4,14,4,5,3,0,0,0,0,2,1,4,50,"F","45-64",1
"14031","HHB4_20185","B4_20185",20185,"B4_20185_001",NA,45,54,"F",1,2,1,0,0,0,0,0,4,5,2020,"2020.05.14",4,14,4,3,2,0,0,0,0,2,0,3,67,"F","65 and over",1
"14032","HHB4_20186","B4_20186",20186,"B4_20186_001",NA,65,69,"F",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.14",4,14,4,2,1,0,0,0,0,1,1,1,70,"M","65 and over",1
"14033","HHB4_20187","B4_20187",20187,"B4_20187_001",NA,55,64,"M",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.17",0,17,4,2,2,0,0,0,0,0,2,0,61,"F","45-64",1
"14034","HHB4_20188","B4_20188",20188,"B4_20188_001",NA,25,34,"M",3,2,0,1,0,0,0,0,3,5,2020,"2020.05.14",4,14,4,1,0,1,0,0,0,0,0,1,36,"M","25-44",1
"14035","HHB4_20189","B4_20189",20189,"B4_20189_001",NA,55,64,"F",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.14",4,14,4,1,1,0,0,0,0,0,1,0,27,"F","25-44",1
"14036","HHB4_20192","B4_20192",20192,"B4_20192_001",NA,35,44,"M",2,2,0,0,0,0,0,1,2,5,2020,"2020.05.13",3,13,4,2,0,0,0,0,0,2,0,2,50,"M","45-64",0
"14037","HHB4_20195","B4_20195",20195,"B4_20195_001",NA,70,74,"F",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.14",4,14,4,1,1,0,0,0,0,0,1,0,80,"M","65 and over",1
"14038","HHB4_20197","B4_20197",20197,"B4_20197_001",NA,35,44,"F",2,2,1,0,0,0,0,0,2,5,2020,"2020.05.14",4,14,4,2,2,0,0,0,0,0,0,2,73,"F","65 and over",0
"14039","HHB4_20198","B4_20198",20198,"B4_20198_001",NA,55,64,"F",1,2,1,0,0,0,0,0,5,5,2020,"2020.05.14",4,14,4,1,1,0,0,0,0,0,0,1,61,"M","45-64",1
"14040","HHB4_20200","B4_20200",20200,"B4_20200_001",NA,55,64,"M",5,2,1,0,0,0,0,0,5,5,2020,"2020.05.14",4,14,4,3,3,0,0,0,0,0,2,1,51,"F","45-64",1
"14041","HHB4_20202","B4_20202",20202,"B4_20202_001",NA,65,69,"M",2,2,0,0,0,1,0,1,3,5,2020,"2020.05.13",3,13,4,5,0,0,0,1,0,5,0,5,55,"F","45-64",0
"14042","HHB4_20203","B4_20203",20203,"B4_20203_001",NA,35,44,"F",1,2,1,0,0,0,0,0,5,5,2020,"2020.05.14",4,14,4,5,3,2,0,0,0,0,0,5,41,"M","25-44",1
"14043","HHB4_20204","B4_20204",20204,"B4_20204_001",NA,25,34,"F",1,2,1,0,0,0,0,0,5,5,2020,"2020.05.14",4,14,4,3,3,0,0,0,0,0,1,2,46,"F","45-64",1
"14044","HHB4_20205","B4_20205",20205,"B4_20205_001",NA,5,9,"M",1,2,1,0,0,0,0,0,5,5,2020,"2020.05.15",5,15,4,3,3,0,0,0,0,0,0,3,46,"F","45-64",1
"14045","HHB4_20207","B4_20207",20207,"B4_20207_001",NA,35,44,"F",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.14",4,14,4,3,3,0,0,0,0,0,3,0,42,"M","25-44",1
"14046","HHB4_20208","B4_20208",20208,"B4_20208_001",NA,55,64,"M",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.14",4,14,4,3,3,0,0,0,0,0,3,0,49,"F","45-64",1
"14047","HHB4_20209","B4_20209",20209,"B4_20209_001",NA,65,69,"M",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.14",4,14,4,2,1,0,0,0,0,1,1,1,64,"F","45-64",1
"14048","HHB4_20210","B4_20210",20210,"B4_20210_001",NA,70,74,"M",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.14",4,14,4,2,1,0,0,0,0,1,1,1,71,"F","65 and over",1
"14049","HHB4_20213","B4_20213",20213,"B4_20213_001",NA,65,69,"F",1,2,1,0,0,0,0,0,5,5,2020,"2020.05.13",3,13,4,2,2,0,0,0,0,0,0,2,41,"M","25-44",1
"14050","HHB4_20214","B4_20214",20214,"B4_20214_001",NA,65,69,"F",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.14",4,14,4,2,2,0,0,0,0,0,2,0,36,"M","25-44",1
"14051","HHB4_20218","B4_20218",20218,"B4_20218_001",NA,45,54,"M",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.14",4,14,4,1,1,0,0,0,0,0,1,0,49,"F","45-64",1
"14052","HHB4_20219","B4_20219",20219,"B4_20219_001",NA,85,120,"F",1,2,1,0,0,0,0,0,5,5,2020,"2020.05.14",4,14,4,1,1,0,0,0,0,0,0,1,44,"M","25-44",1
"14053","HHB4_20222","B4_20222",20222,"B4_20222_001",NA,85,120,"M",1,2,1,0,0,0,0,0,5,5,2020,"2020.05.14",4,14,4,3,2,0,0,0,0,1,0,3,93,"M","65 and over",1
"14054","HHB4_20223","B4_20223",20223,"B4_20223_001",NA,25,34,"F",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.17",0,17,4,3,3,0,0,0,0,0,2,1,34,"F","25-44",1
"14055","HHB4_20224","B4_20224",20224,"B4_20224_001",NA,35,44,"M",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.13",3,13,4,1,1,0,0,0,0,0,1,0,41,"F","25-44",1
"14056","HHB4_20225","B4_20225",20225,"B4_20225_001",NA,35,44,"F",3,2,1,0,0,0,0,0,5,5,2020,"2020.05.14",4,14,4,3,2,0,0,0,0,1,0,3,77,"M","65 and over",1
"14057","HHB4_20226","B4_20226",20226,"B4_20226_001",NA,75,79,"F",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.14",4,14,4,1,1,0,0,0,0,0,1,0,78,"M","65 and over",1
"14058","HHB4_20228","B4_20228",20228,"B4_20228_001",NA,65,69,"M",1,1,1,0,0,0,0,1,5,5,2020,"2020.05.14",4,14,4,1,1,0,0,0,0,1,1,0,60,"F","45-64",1
"14059","HHB4_20229","B4_20229",20229,"B4_20229_001",NA,20,24,"F",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.13",3,13,4,4,2,0,0,0,0,2,1,3,54,"M","45-64",1
"14060","HHB4_20230","B4_20230",20230,"B4_20230_001",NA,35,44,"M",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.17",0,17,4,3,3,0,0,0,0,0,3,0,32,"F","25-44",1
"14061","HHB4_20231","B4_20231",20231,"B4_20231_001",NA,20,24,"F",5,2,0,0,0,0,0,1,2,5,2020,"2020.05.17",0,17,4,3,0,0,0,0,0,3,0,3,43,"F","25-44",1
"14062","HHB4_20232","B4_20232",20232,"B4_20232_001",NA,85,120,"M",1,2,1,0,0,0,0,0,5,5,2020,"2020.05.15",5,15,4,1,1,0,0,0,0,0,0,1,54,"F","45-64",1
"14063","HHB4_20234","B4_20234",20234,"B4_20234_001",NA,35,44,"M",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.15",5,15,4,7,5,0,0,0,0,2,5,2,41,"F","25-44",1
"14064","HHB4_20236","B4_20236",20236,"B4_20236_001",NA,45,54,"F",2,2,1,0,0,0,0,0,3,5,2020,"2020.05.14",4,14,4,2,2,0,0,0,0,0,0,2,82,"F","65 and over",0
"14065","HHB4_20237","B4_20237",20237,"B4_20237_001",NA,20,24,"M",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.15",5,15,4,1,1,0,0,0,0,0,1,0,49,"M","45-64",1
"14066","HHB4_20238","B4_20238",20238,"B4_20238_001",NA,45,54,"M",1,2,1,0,0,0,0,0,1,5,2020,"2020.05.13",3,13,4,1,1,0,0,0,0,0,0,1,59,"F","45-64",0
"14067","HHB4_20239","B4_20239",20239,"B4_20239_001",NA,55,64,"F",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.14",4,14,4,3,3,0,0,0,0,0,3,0,60,"M","45-64",1
"14068","HHB4_20240","B4_20240",20240,"B4_20240_001",NA,65,69,"M",5,1,1,0,0,1,0,1,5,5,2020,"2020.05.14",4,14,4,1,1,0,0,1,0,1,1,0,64,"F","45-64",1
"14069","HHB4_20242","B4_20242",20242,"B4_20242_001",NA,35,44,"F",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.14",4,14,4,2,2,0,0,0,0,0,1,1,43,"F","25-44",1
"14070","HHB4_20243","B4_20243",20243,"B4_20243_001",NA,35,44,"F",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.13",3,13,4,4,4,0,0,0,0,0,4,0,42,"F","25-44",1
"14071","HHB4_20245","B4_20245",20245,"B4_20245_001",NA,25,34,"M",3,1,1,0,0,0,0,0,5,5,2020,"2020.05.14",4,14,4,6,1,0,0,0,0,5,2,4,29,"F","25-44",1
"14072","HHB4_20249","B4_20249",20249,"B4_20249_001",NA,55,64,"M",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.13",3,13,4,2,2,0,0,0,0,0,2,0,63,"F","45-64",1
"14073","HHB4_20250","B4_20250",20250,"B4_20250_001",NA,70,74,"F",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.14",4,14,4,1,1,0,0,0,0,0,1,0,70,"M","65 and over",1
"14074","HHB4_20251","B4_20251",20251,"B4_20251_001",NA,70,74,"F",1,2,1,0,0,0,0,0,5,5,2020,"2020.05.14",4,14,4,1,1,0,0,0,0,0,0,1,51,"M","45-64",1
"14075","HHB4_20252","B4_20252",20252,"B4_20252_001",NA,45,54,"M",2,2,0,1,0,0,0,0,2,5,2020,"2020.05.14",4,14,4,5,0,5,0,1,0,1,0,5,48,"F","45-64",1
"14076","HHB4_20253","B4_20253",20253,"B4_20253_001",NA,55,64,"M",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.14",4,14,4,2,2,0,0,0,0,0,2,0,51,"F","45-64",1
"14077","HHB4_20256","B4_20256",20256,"B4_20256_001",NA,55,64,"F",1,2,1,0,0,0,0,0,5,5,2020,"2020.05.14",4,14,4,1,1,0,0,0,0,0,0,1,64,"M","45-64",1
"14078","HHB4_20257","B4_20257",20257,"B4_20257_001",NA,55,64,"F",1,2,0,1,0,0,0,0,3,5,2020,"2020.05.13",3,13,4,2,0,2,0,0,0,0,0,2,48,"F","45-64",1
"14079","HHB4_20258","B4_20258",20258,"B4_20258_001",NA,45,54,"M",2,2,1,0,0,0,0,0,5,5,2020,"2020.05.14",4,14,4,3,3,0,0,0,0,0,0,3,53,"F","45-64",1
"14080","HHB4_20260","B4_20260",20260,"B4_20260_001",NA,55,64,"F",1,2,1,0,0,0,0,0,5,5,2020,"2020.05.13",3,13,4,1,1,0,0,0,0,0,0,1,55,"F","45-64",1
"14081","HHB4_20262","B4_20262",20262,"B4_20262_001",NA,70,74,"F",2,2,1,0,0,0,0,0,5,5,2020,"2020.05.13",3,13,4,2,1,0,0,0,1,1,0,2,75,"M","65 and over",1
"14082","HHB4_20263","B4_20263",20263,"B4_20263_001",NA,45,54,"M",1,2,0,1,0,0,0,0,5,5,2020,"2020.05.14",4,14,4,1,0,1,0,0,0,0,0,1,41,"M","25-44",1
"14083","HHB4_20264","B4_20264",20264,"B4_20264_001",NA,25,34,"F",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.14",4,14,4,2,2,0,0,0,0,0,2,0,33,"M","25-44",1
"14084","HHB4_20266","B4_20266",20266,"B4_20266_001",NA,35,44,"M",NA,2,0,0,0,1,0,1,1,5,2020,"2020.05.15",5,15,4,1,0,0,0,1,0,1,0,1,41,"M","25-44",0
"14085","HHB4_20268","B4_20268",20268,"B4_20268_001",NA,45,54,"F",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.15",5,15,4,3,3,0,0,0,0,0,3,0,52,"F","45-64",1
