"","hh_id","part_id","panel_id","cont_id","cnt_age_exact","cnt_age_est_min","cnt_age_est_max","cnt_gender","frequency_multi","phys_contact","cnt_home","cnt_work","cnt_school","cnt_transport","cnt_leisure","cnt_otherplace","duration_multi","month","year","sday_id","dayofweek","day","wave","contacts","home","work","school","transport","leisure","otherplace","physical_contact","non_physical_contact","part_age","part_gender","part_age_group","hh_type"
"6499","HHA5_11381","A5_11381",11381,"A5_11381_001",NA,55,64,"M",1,2,1,0,0,0,0,0,5,5,2020,"2020.05.20",3,20,5,3,2,0,0,0,0,1,1,2,24,"M","18-24",1
"6500","HHA5_11387","A5_11387",11387,"A5_11387_001",NA,55,64,"F",1,2,1,0,0,0,0,0,4,5,2020,"2020.05.20",3,20,5,2,2,0,0,0,0,0,0,2,25,"F","25-44",1
"6501","HHA5_11388","A5_11388",11388,"A5_11388_001",NA,20,24,"F",1,2,0,1,1,1,0,1,4,5,2020,"2020.05.21",4,21,5,7,0,3,4,5,1,5,4,3,34,"F","25-44",1
"6502","HHA5_11389","A5_11389",11389,"A5_11389_001",NA,25,34,"F",1,1,1,0,0,0,0,0,4,5,2020,"2020.05.26",2,26,5,1,1,0,0,0,0,0,1,0,27,"M","25-44",1
"6503","HHA5_11392","A5_11392",11392,"A5_11392_001",NA,65,69,"M",1,2,1,0,0,0,0,0,5,5,2020,"2020.05.21",4,21,5,2,2,0,0,0,0,0,0,2,69,"M","65 and over",1
"6504","HHA5_11393","A5_11393",11393,"A5_11393_001",NA,55,64,"M",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.20",3,20,5,1,1,0,0,0,0,0,1,0,61,"F","45-64",1
"6505","HHA5_11394","A5_11394",11394,"A5_11394_001",NA,55,64,"M",1,2,1,0,0,0,0,0,5,5,2020,"2020.05.22",5,22,5,3,3,0,0,0,0,0,2,1,19,"F","18-24",1
"6506","HHA5_11398","A5_11398",11398,"A5_11398_001",NA,55,64,"F",1,2,1,0,0,0,0,0,5,5,2020,"2020.05.23",6,23,5,2,2,0,0,0,0,0,1,1,24,"F","18-24",1
"6507","HHA5_11403","A5_11403",11403,"A5_11403_001",NA,55,64,"M",1,2,1,0,0,0,0,0,4,5,2020,"2020.05.21",4,21,5,4,4,0,0,0,0,0,0,4,64,"M","45-64",1
"6508","HHA5_11404","A5_11404",11404,"A5_11404_001",NA,65,69,"F",1,1,1,0,0,0,0,1,5,5,2020,"2020.05.24",0,24,5,1,1,0,0,0,0,1,1,0,70,"M","65 and over",1
"6509","HHA5_11405","A5_11405",11405,"A5_11405_001",NA,80,84,"F",4,2,1,0,0,0,0,0,2,5,2020,"2020.05.21",4,21,5,2,2,0,0,0,0,0,0,2,70,"F","65 and over",0
"6510","HHA5_11406","A5_11406",11406,"A5_11406_001",NA,70,74,"M",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.21",4,21,5,2,2,0,0,0,0,0,1,1,69,"F","65 and over",1
"6511","HHA5_11407","A5_11407",11407,"A5_11407_001",NA,65,69,"M",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.21",4,21,5,3,2,0,0,0,0,1,1,2,65,"F","65 and over",1
"6512","HHA5_11408","A5_11408",11408,"A5_11408_001",NA,45,54,"F",3,2,0,0,0,0,0,1,3,5,2020,"2020.05.21",4,21,5,1,0,0,0,0,0,1,0,1,65,"F","65 and over",0
"6513","HHA5_11409","A5_11409",11409,"A5_11409_001",NA,75,79,"M",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.21",4,21,5,1,1,0,0,0,0,0,1,0,75,"F","65 and over",1
"6514","HHA5_11410","A5_11410",11410,"A5_11410_001",NA,65,69,"M",NA,2,1,0,0,0,0,0,1,5,2020,"2020.05.20",3,20,5,4,1,0,0,0,0,3,0,4,66,"M","65 and over",1
"6515","HHA5_11412","A5_11412",11412,"A5_11412_001",NA,75,79,"M",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.21",4,21,5,2,1,0,0,0,0,1,1,1,68,"F","65 and over",1
"6516","HHA5_11413","A5_11413",11413,"A5_11413_001",NA,70,74,"M",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.26",2,26,5,1,1,0,0,0,0,0,1,0,70,"F","65 and over",1
"6517","HHA5_11417","A5_11417",11417,"A5_11417_001",NA,65,69,"M",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.21",4,21,5,1,1,0,0,0,0,0,1,0,65,"F","65 and over",1
"6518","HHA5_11419","A5_11419",11419,"A5_11419_001",NA,75,79,"F",1,2,1,0,0,0,0,0,5,5,2020,"2020.05.21",4,21,5,2,1,0,0,0,0,1,0,2,77,"F","65 and over",1
"6519","HHA5_11424","A5_11424",11424,"A5_11424_001",NA,55,64,"M",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.20",3,20,5,1,1,0,0,0,0,0,1,0,66,"F","65 and over",1
"6520","HHA5_11425","A5_11425",11425,"A5_11425_001",NA,55,64,"F",1,2,1,0,0,0,0,0,5,5,2020,"2020.05.20",3,20,5,2,1,0,0,0,0,1,0,2,63,"M","45-64",1
"6521","HHA5_11426","A5_11426",11426,"A5_11426_001",NA,65,69,"M",1,2,1,0,0,0,0,0,2,5,2020,"2020.05.22",5,22,5,2,2,0,0,0,0,0,0,2,79,"M","65 and over",0
"6522","HHA5_11427","A5_11427",11427,"A5_11427_001",NA,35,44,"F",5,2,0,0,0,0,0,1,1,5,2020,"2020.05.21",4,21,5,1,0,0,0,0,0,1,0,1,77,"M","65 and over",1
"6523","HHA5_11428","A5_11428",11428,"A5_11428_001",NA,55,64,"F",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.22",5,22,5,1,1,0,0,0,0,0,1,0,73,"M","65 and over",1
"6524","HHA5_11429","A5_11429",11429,"A5_11429_001",NA,20,24,"M",5,2,0,0,0,0,0,1,2,5,2020,"2020.05.21",4,21,5,1,0,0,0,0,0,1,0,1,69,"F","65 and over",1
"6525","HHA5_11430","A5_11430",11430,"A5_11430_001",NA,65,69,"F",1,2,1,0,0,0,0,0,5,5,2020,"2020.05.22",5,22,5,2,2,0,0,0,0,0,0,2,74,"M","65 and over",1
"6526","HHA5_11431","A5_11431",11431,"A5_11431_001",NA,35,44,"F",1,2,1,0,0,0,0,0,5,5,2020,"2020.05.21",4,21,5,2,2,0,0,0,0,0,0,2,72,"M","65 and over",1
"6527","HHA5_11432","A5_11432",11432,"A5_11432_001",NA,75,79,"M",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.21",4,21,5,1,1,0,0,0,0,0,1,0,73,"F","65 and over",1
"6528","HHA5_11433","A5_11433",11433,"A5_11433_001",NA,45,54,"F",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.21",4,21,5,2,2,0,0,0,0,0,2,0,46,"M","45-64",1
"6529","HHA5_11435","A5_11435",11435,"A5_11435_001",NA,45,54,"F",3,2,0,0,0,0,0,1,2,5,2020,"2020.05.21",4,21,5,2,1,0,0,0,0,1,0,2,77,"F","65 and over",0
"6530","HHA5_11436","A5_11436",11436,"A5_11436_001",NA,45,54,"F",2,2,0,0,0,0,0,1,2,5,2020,"2020.05.20",3,20,5,2,0,0,0,0,0,2,0,2,76,"F","65 and over",0
"6531","HHA5_11438","A5_11438",11438,"A5_11438_001",NA,55,64,"M",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.21",4,21,5,1,1,0,0,0,0,0,1,0,66,"M","65 and over",1
"6532","HHA5_11441","A5_11441",11441,"A5_11441_001",NA,75,79,"M",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.21",4,21,5,1,1,0,0,0,0,0,1,0,66,"F","65 and over",1
"6533","HHA5_11443","A5_11443",11443,"A5_11443_001",NA,45,54,"F",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.21",4,21,5,1,1,0,0,0,0,0,1,0,44,"M","25-44",1
"6534","HHA5_11445","A5_11445",11445,"A5_11445_001",NA,70,74,"F",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.21",4,21,5,1,1,0,0,0,0,0,1,0,71,"M","65 and over",1
"6535","HHA5_11446","A5_11446",11446,"A5_11446_001",NA,55,64,"M",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.21",4,21,5,1,1,0,0,0,0,0,1,0,65,"F","65 and over",1
"6536","HHA5_11447","A5_11447",11447,"A5_11447_001",NA,35,44,"M",1,1,1,0,0,0,0,1,5,5,2020,"2020.05.27",3,27,5,2,2,0,0,0,0,2,2,0,42,"F","25-44",1
"6537","HHA5_11448","A5_11448",11448,"A5_11448_001",NA,25,34,"M",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.21",4,21,5,5,5,0,0,0,0,0,4,1,64,"M","45-64",1
"6538","HHA5_11449","A5_11449",11449,"A5_11449_001",NA,45,54,"M",1,2,1,0,0,0,0,0,5,5,2020,"2020.05.21",4,21,5,1,1,0,0,0,0,0,0,1,68,"M","65 and over",1
"6539","HHA5_11451","A5_11451",11451,"A5_11451_001",NA,70,74,"F",1,2,1,0,0,0,0,0,5,5,2020,"2020.05.21",4,21,5,2,2,0,0,0,0,0,0,2,70,"M","65 and over",1
"6540","HHA5_11455","A5_11455",11455,"A5_11455_001",NA,65,69,"M",1,1,1,0,0,0,0,1,5,5,2020,"2020.05.22",5,22,5,3,1,0,0,0,0,3,1,2,66,"F","65 and over",1
"6541","HHA5_11457","A5_11457",11457,"A5_11457_001",NA,45,54,"M",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.21",4,21,5,4,4,0,0,0,0,0,4,0,44,"F","25-44",1
"6542","HHA5_11459","A5_11459",11459,"A5_11459_001",NA,65,69,"M",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.21",4,21,5,2,2,0,0,0,0,0,1,1,65,"F","65 and over",1
"6543","HHA5_11460","A5_11460",11460,"A5_11460_001",NA,70,74,"F",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.20",3,20,5,2,1,0,0,0,0,1,1,1,75,"M","65 and over",0
"6544","HHA5_11461","A5_11461",11461,"A5_11461_001",NA,55,64,"F",1,2,1,0,0,0,0,0,5,5,2020,"2020.05.21",4,21,5,1,1,0,0,0,0,0,0,1,71,"M","65 and over",1
"6545","HHA5_11463","A5_11463",11463,"A5_11463_001",NA,75,79,"M",1,1,1,0,0,0,0,1,5,5,2020,"2020.05.21",4,21,5,10,2,0,0,0,0,9,2,8,65,"F","65 and over",1
"6546","HHA5_11464","A5_11464",11464,"A5_11464_001",NA,55,64,"M",1,2,0,0,0,0,0,1,1,5,2020,"2020.05.21",4,21,5,1,0,0,0,0,0,1,0,1,74,"M","65 and over",0
"6547","HHA5_11466","A5_11466",11466,"A5_11466_001",NA,65,69,"M",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.21",4,21,5,1,1,0,0,0,0,0,1,0,64,"F","45-64",1
"6548","HHA5_11467","A5_11467",11467,"A5_11467_001",NA,55,64,"F",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.20",3,20,5,5,3,0,0,0,0,2,3,2,58,"F","45-64",1
"6549","HHA5_11469","A5_11469",11469,"A5_11469_001",NA,70,74,"M",1,2,1,0,0,0,0,0,5,5,2020,"2020.05.20",3,20,5,4,1,1,0,0,0,2,0,4,63,"F","45-64",1
"6550","HHA5_11470","A5_11470",11470,"A5_11470_001",NA,70,74,"F",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.26",2,26,5,2,2,0,0,0,0,0,1,1,73,"F","65 and over",1
"6551","HHA5_11471","A5_11471",11471,"A5_11471_001",NA,65,69,"F",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.21",4,21,5,1,1,0,0,0,0,0,1,0,69,"F","65 and over",1
"6552","HHA5_11472","A5_11472",11472,"A5_11472_001",NA,65,69,"F",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.21",4,21,5,2,2,0,0,0,0,0,2,0,67,"F","65 and over",1
"6553","HHA5_11474","A5_11474",11474,"A5_11474_001",NA,65,69,"M",4,1,1,0,0,0,0,0,5,5,2020,"2020.05.20",3,20,5,4,1,0,0,0,0,3,1,3,67,"F","65 and over",1
"6554","HHA5_11476","A5_11476",11476,"A5_11476_001",NA,65,69,"M",1,2,1,0,0,0,0,0,5,5,2020,"2020.05.21",4,21,5,2,1,0,0,0,0,1,0,2,66,"F","65 and over",1
"6555","HHA5_11477","A5_11477",11477,"A5_11477_001",NA,85,120,"F",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.21",4,21,5,1,1,0,0,0,0,0,1,0,58,"M","45-64",1
"6556","HHA5_11478","A5_11478",11478,"A5_11478_001",NA,65,69,"F",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.21",4,21,5,2,1,0,0,0,0,1,1,1,63,"M","45-64",1
"6557","HHA5_11479","A5_11479",11479,"A5_11479_001",NA,80,84,"M",1,1,1,0,0,0,0,1,5,5,2020,"2020.05.21",4,21,5,4,4,0,0,0,0,1,1,3,76,"F","65 and over",1
"6558","HHA5_11481","A5_11481",11481,"A5_11481_001",NA,35,44,"F",5,2,0,0,0,0,0,1,3,5,2020,"2020.05.21",4,21,5,1,0,0,0,0,0,1,0,1,67,"F","65 and over",1
"6559","HHA5_11482","A5_11482",11482,"A5_11482_001",NA,55,64,"F",1,1,0,0,0,0,0,1,4,5,2020,"2020.05.21",4,21,5,1,0,0,0,0,0,1,1,0,57,"M","45-64",1
"6560","HHA5_11483","A5_11483",11483,"A5_11483_001",NA,65,69,"M",1,2,1,0,0,0,0,0,3,5,2020,"2020.05.21",4,21,5,2,2,0,0,0,0,0,0,2,43,"M","25-44",1
"6561","HHA5_11484","A5_11484",11484,"A5_11484_001",NA,35,44,"M",1,2,1,0,0,0,0,0,5,5,2020,"2020.05.20",3,20,5,1,1,0,0,0,0,0,0,1,68,"F","65 and over",1
"6562","HHA5_11485","A5_11485",11485,"A5_11485_001",NA,55,64,"F",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.21",4,21,5,2,1,0,0,0,0,1,1,1,68,"M","65 and over",1
"6563","HHA5_11486","A5_11486",11486,"A5_11486_001",NA,65,69,"M",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.20",3,20,5,1,1,0,0,0,0,0,1,0,65,"F","65 and over",1
"6564","HHA5_11487","A5_11487",11487,"A5_11487_001",NA,65,69,"M",1,2,1,0,0,0,0,0,5,5,2020,"2020.05.26",2,26,5,5,5,0,0,0,0,0,0,5,66,"M","65 and over",1
"6565","HHA5_11488","A5_11488",11488,"A5_11488_001",NA,45,54,"F",1,2,1,0,0,0,0,0,3,5,2020,"2020.05.21",4,21,5,1,1,0,0,0,0,0,0,1,70,"F","65 and over",0
"6566","HHA5_11490","A5_11490",11490,"A5_11490_001",NA,70,74,"M",1,2,0,0,0,0,0,1,2,5,2020,"2020.05.21",4,21,5,1,0,0,0,0,0,1,0,1,71,"M","65 and over",0
"6567","HHA5_11491","A5_11491",11491,"A5_11491_001",NA,65,69,"F",1,2,1,0,0,0,0,0,4,5,2020,"2020.05.21",4,21,5,3,2,0,0,0,0,1,0,3,39,"F","25-44",1
"6568","HHA5_11492","A5_11492",11492,"A5_11492_001",NA,70,74,"M",1,2,1,0,0,0,0,0,5,5,2020,"2020.05.21",4,21,5,1,1,0,0,0,0,0,0,1,75,"F","65 and over",1
"6569","HHA5_11494","A5_11494",11494,"A5_11494_001",NA,65,69,"M",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.21",4,21,5,4,1,0,0,0,0,3,1,3,73,"F","65 and over",0
"6570","HHA5_11495","A5_11495",11495,"A5_11495_001",NA,70,74,"M",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.21",4,21,5,4,4,0,0,0,0,0,1,3,69,"F","65 and over",1
"6571","HHA5_11496","A5_11496",11496,"A5_11496_001",NA,55,64,"M",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.21",4,21,5,14,1,13,0,0,0,0,1,13,56,"F","45-64",1
"6572","HHA5_11498","A5_11498",11498,"A5_11498_001",NA,70,74,"F",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.20",3,20,5,2,1,0,0,0,0,1,1,1,65,"M","65 and over",1
"6573","HHA5_11499","A5_11499",11499,"A5_11499_001",NA,45,54,"F",3,2,0,0,0,0,0,1,2,5,2020,"2020.05.21",4,21,5,2,0,0,0,0,0,2,0,2,73,"F","65 and over",0
"6574","HHA5_11500","A5_11500",11500,"A5_11500_001",NA,55,64,"F",3,2,1,0,0,0,0,0,3,5,2020,"2020.05.21",4,21,5,2,2,0,0,0,0,0,0,2,45,"F","45-64",0
"6575","HHA5_11503","A5_11503",11503,"A5_11503_001",NA,45,54,"F",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.21",4,21,5,3,3,0,0,0,0,0,2,1,69,"F","65 and over",1
"6576","HHA5_11504","A5_11504",11504,"A5_11504_001",NA,45,54,"F",2,2,1,0,0,0,0,0,2,5,2020,"2020.05.21",4,21,5,2,2,0,0,0,0,0,0,2,77,"M","65 and over",0
"6577","HHA5_11505","A5_11505",11505,"A5_11505_001",NA,45,54,"F",2,2,1,0,0,0,0,0,2,5,2020,"2020.05.20",3,20,5,7,1,0,0,0,0,6,0,7,65,"F","65 and over",1
"6578","HHA5_11506","A5_11506",11506,"A5_11506_001",NA,55,64,"F",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.20",3,20,5,2,2,0,0,0,0,0,2,0,66,"M","65 and over",1
"6579","HHA5_11508","A5_11508",11508,"A5_11508_001",NA,70,74,"F",2,2,0,0,0,0,0,1,3,5,2020,"2020.05.21",4,21,5,1,0,0,0,0,0,1,0,1,67,"F","65 and over",1
"6580","HHA5_11509","A5_11509",11509,"A5_11509_001",NA,25,34,"M",5,1,1,0,0,0,0,0,3,5,2020,"2020.05.21",4,21,5,1,1,0,0,0,0,0,1,0,69,"F","65 and over",0
"6581","HHA5_11511","A5_11511",11511,"A5_11511_001",NA,55,64,"F",1,2,1,0,0,0,0,0,5,5,2020,"2020.05.21",4,21,5,1,1,0,0,0,0,0,0,1,54,"M","45-64",1
"6582","HHA5_11514","A5_11514",11514,"A5_11514_001",NA,65,69,"F",1,2,1,0,0,0,0,0,5,5,2020,"2020.05.22",5,22,5,1,1,0,0,0,0,0,0,1,66,"F","65 and over",1
"6583","HHA5_11520","A5_11520",11520,"A5_11520_001",NA,70,74,"M",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.20",3,20,5,1,1,0,0,0,0,0,1,0,71,"F","65 and over",1
"6584","HHA5_11521","A5_11521",11521,"A5_11521_001",NA,75,79,"M",1,2,1,0,0,0,0,0,5,5,2020,"2020.05.21",4,21,5,6,1,0,0,0,0,5,0,6,71,"F","65 and over",1
"6585","HHA5_11523","A5_11523",11523,"A5_11523_001",NA,55,64,"M",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.21",4,21,5,2,1,0,0,1,0,1,1,1,70,"M","65 and over",1
"6586","HHA5_11524","A5_11524",11524,"A5_11524_001",NA,55,64,"M",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.22",5,22,5,1,1,0,0,0,0,0,1,0,54,"F","45-64",1
"6587","HHA5_11526","A5_11526",11526,"A5_11526_001",NA,45,54,"F",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.21",4,21,5,2,1,0,0,0,0,1,1,1,76,"F","65 and over",1
"6588","HHA5_11527","A5_11527",11527,"A5_11527_002",NA,35,44,"F",4,2,0,1,0,0,0,0,2,5,2020,"2020.05.21",4,21,5,2,0,2,0,0,0,0,0,2,64,"M","45-64",1
"6589","HHA5_11531","A5_11531",11531,"A5_11531_001",NA,55,64,"M",NA,2,1,0,0,0,0,0,5,5,2020,"2020.05.20",3,20,5,1,1,0,0,0,0,0,0,1,63,"M","45-64",1
"6590","HHA5_11532","A5_11532",11532,"A5_11532_001",NA,55,64,"M",2,2,1,0,0,0,0,0,2,5,2020,"2020.05.24",0,24,5,1,1,0,0,0,0,0,0,1,57,"M","45-64",1
"6591","HHA5_11533","A5_11533",11533,"A5_11533_001",NA,75,79,"M",1,2,1,0,0,0,0,0,5,5,2020,"2020.05.21",4,21,5,2,2,0,0,0,0,0,0,2,68,"F","65 and over",1
"6592","HHA5_11534","A5_11534",11534,"A5_11534_001",NA,55,64,"F",NA,2,0,0,0,0,0,1,5,5,2020,"2020.05.20",3,20,5,3,2,0,0,0,0,1,0,3,61,"F","45-64",1
"6593","HHA5_11535","A5_11535",11535,"A5_11535_001",NA,45,54,"M",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.21",4,21,5,2,2,0,0,0,0,0,2,0,42,"F","25-44",1
"6594","HHA5_11536","A5_11536",11536,"A5_11536_001",NA,25,34,"F",4,2,0,0,0,0,0,1,2,5,2020,"2020.05.21",4,21,5,1,0,0,0,0,0,1,0,1,76,"F","65 and over",0
"6595","HHA5_11539","A5_11539",11539,"A5_11539_001",NA,25,34,"M",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.21",4,21,5,5,1,4,0,0,0,0,1,4,55,"F","45-64",1
"6596","HHA5_11541","A5_11541",11541,"A5_11541_001",NA,55,64,"F",1,2,1,0,0,0,0,0,5,5,2020,"2020.05.20",3,20,5,1,1,0,0,0,0,0,0,1,60,"M","45-64",1
"6597","HHA5_11543","A5_11543",11543,"A5_11543_001",NA,70,74,"F",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.22",5,22,5,2,1,0,0,0,0,1,1,1,74,"M","65 and over",1
"6598","HHA5_11544","A5_11544",11544,"A5_11544_001",NA,15,19,"M",1,2,1,0,0,0,0,1,5,5,2020,"2020.05.21",4,21,5,2,2,0,0,0,0,2,0,2,65,"F","65 and over",1
"6599","HHA5_11545","A5_11545",11545,"A5_11545_001",NA,35,44,"M",1,2,1,0,0,0,0,0,5,5,2020,"2020.05.22",5,22,5,4,3,1,0,0,0,0,0,4,45,"M","45-64",1
"6600","HHA5_11546","A5_11546",11546,"A5_11546_001",NA,70,74,"M",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.21",4,21,5,1,1,0,0,0,0,0,1,0,55,"M","45-64",1
"6601","HHA5_11547","A5_11547",11547,"A5_11547_001",NA,55,64,"F",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.21",4,21,5,1,1,0,0,0,0,0,1,0,68,"M","65 and over",1
"6602","HHA5_11548","A5_11548",11548,"A5_11548_001",NA,45,54,"F",1,2,0,0,0,0,0,1,1,5,2020,"2020.05.21",4,21,5,1,0,0,0,0,0,1,0,1,78,"M","65 and over",0
"6603","HHA5_11549","A5_11549",11549,"A5_11549_001",NA,55,64,"M",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.21",4,21,5,1,1,0,0,0,0,0,1,0,48,"F","45-64",1
"6604","HHA5_11550","A5_11550",11550,"A5_11550_001",NA,45,54,"M",1,2,0,0,0,0,0,1,5,5,2020,"2020.05.21",4,21,5,5,0,0,0,0,0,5,0,5,73,"F","65 and over",1
"6605","HHA5_11551","A5_11551",11551,"A5_11551_001",NA,85,120,"F",1,2,1,0,0,0,0,0,5,5,2020,"2020.05.20",3,20,5,1,1,0,0,0,0,0,0,1,61,"M","45-64",1
"6606","HHA5_11555","A5_11555",11555,"A5_11555_001",NA,35,44,"F",2,2,0,0,0,0,0,1,1,5,2020,"2020.05.20",3,20,5,1,0,0,0,0,0,1,0,1,63,"F","45-64",1
"6607","HHA5_11556","A5_11556",11556,"A5_11556_001",NA,35,44,"M",1,2,1,0,0,0,0,0,5,5,2020,"2020.05.21",4,21,5,4,1,0,0,0,0,3,0,4,66,"F","65 and over",1
"6608","HHA5_11557","A5_11557",11557,"A5_11557_001",NA,35,44,"M",5,2,0,1,0,0,0,0,5,5,2020,"2020.05.21",4,21,5,12,0,11,0,0,0,9,0,12,34,"F","25-44",1
"6609","HHA5_11558","A5_11558",11558,"A5_11558_001",NA,55,64,"F",NA,1,0,0,0,0,0,1,5,5,2020,"2020.05.25",1,25,5,3,1,1,0,0,0,1,2,1,57,"M","45-64",1
"6610","HHA5_11560","A5_11560",11560,"A5_11560_001",NA,65,69,"F",1,2,1,0,0,0,0,0,5,5,2020,"2020.05.24",0,24,5,2,2,0,0,0,0,0,0,2,70,"M","65 and over",1
"6611","HHA5_11565","A5_11565",11565,"A5_11565_001",NA,20,24,"F",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.21",4,21,5,1,1,0,0,0,0,0,1,0,49,"M","45-64",1
"6612","HHA5_11566","A5_11566",11566,"A5_11566_001",NA,25,34,"F",2,2,0,0,0,0,0,1,1,5,2020,"2020.05.21",4,21,5,1,0,0,0,0,0,1,0,1,67,"M","65 and over",0
"6613","HHA5_11567","A5_11567",11567,"A5_11567_001",NA,55,64,"F",1,2,1,0,0,0,0,0,5,5,2020,"2020.05.20",3,20,5,2,1,0,0,0,0,1,0,2,47,"F","45-64",1
"6614","HHA5_11568","A5_11568",11568,"A5_11568_001",NA,75,79,"F",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.21",4,21,5,4,2,0,0,0,0,2,1,3,79,"M","65 and over",1
"6615","HHA5_11570","A5_11570",11570,"A5_11570_001",NA,35,44,"F",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.21",4,21,5,1,1,0,0,0,0,0,1,0,43,"M","25-44",1
"6616","HHA5_11571","A5_11571",11571,"A5_11571_001",NA,55,64,"F",2,2,0,0,0,0,0,1,3,5,2020,"2020.05.21",4,21,5,1,0,0,0,0,0,1,0,1,78,"F","65 and over",0
"6617","HHA5_11572","A5_11572",11572,"A5_11572_001",NA,70,74,"F",1,2,1,0,0,0,0,0,1,5,2020,"2020.05.21",4,21,5,2,2,0,0,0,0,0,0,2,80,"F","65 and over",0
"6618","HHA5_11576","A5_11576",11576,"A5_11576_001",NA,35,44,"F",2,2,0,0,0,0,0,1,4,5,2020,"2020.05.20",3,20,5,3,0,0,0,0,0,3,0,3,41,"F","25-44",1
"6619","HHA5_11577","A5_11577",11577,"A5_11577_001",NA,45,54,"F",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.20",3,20,5,2,2,0,0,0,0,0,2,0,56,"M","45-64",1
"6620","HHA5_11578","A5_11578",11578,"A5_11578_001",NA,35,44,"F",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.20",3,20,5,3,3,0,0,0,0,0,3,0,42,"M","25-44",1
"6621","HHA5_11580","A5_11580",11580,"A5_11580_001",NA,55,64,"F",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.21",4,21,5,1,1,0,0,0,0,0,1,0,57,"M","45-64",1
"6622","HHA5_11581","A5_11581",11581,"A5_11581_001",NA,55,64,"M",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.24",0,24,5,1,1,0,0,0,0,0,1,0,62,"M","45-64",1
"6623","HHA5_11584","A5_11584",11584,"A5_11584_001",NA,70,74,"F",5,2,1,0,0,0,0,0,5,5,2020,"2020.05.21",4,21,5,2,2,0,0,0,0,0,0,2,75,"M","65 and over",1
"6624","HHA5_11585","A5_11585",11585,"A5_11585_001",NA,45,54,"M",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.25",1,25,5,2,2,0,0,0,0,0,2,0,42,"F","25-44",1
"6625","HHA5_11586","A5_11586",11586,"A5_11586_001",NA,55,64,"M",1,1,1,0,0,0,0,0,5,5,2020,"2020.05.21",4,21,5,2,2,0,0,0,0,0,1,1,59,"F","45-64",1
"6626","HHA5_11587","A5_11587",11587,"A5_11587_001",NA,65,69,"M",3,2,0,0,0,0,0,1,3,5,2020,"2020.05.21",4,21,5,1,0,0,0,0,0,1,0,1,71,"F","65 and over",0
"6627","HHA5_11588","A5_11588",11588,"A5_11588_001",NA,70,74,"M",1,2,1,0,0,0,0,0,5,5,2020,"2020.05.21",4,21,5,2,1,0,0,0,0,1,0,2,66,"F","65 and over",1
